STT,Trường,Mã ngành,Tên ngành,Tổ hợp,Điểm chuẩn ĐGNL HCM 2025,Phương thức,Ghi chú
2211,Trường Đại học Tư thục Quốc Tế Sài Gòn,7480201,Công nghệ thông tin,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2212,Trường Đại học Tư thục Quốc Tế Sài Gòn,7480101,Khoa học máy tính,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2213,Trường Đại học Tư thục Quốc Tế Sài Gòn,7340301,Kế toán,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2214,Trường Đại học Tư thục Quốc Tế Sài Gòn,7510605,Logistics và quản lý chuỗi cung ứng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2215,Trường Đại học Tư thục Quốc Tế Sài Gòn,7380107,Luật kinh tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2216,Trường Đại học Tư thục Quốc Tế Sài Gòn,7220201,Ngôn ngữ Anh,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2217,Trường Đại học Tư thục Quốc Tế Sài Gòn,7320108,Quan hệ công chúng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2218,Trường Đại học Tư thục Quốc Tế Sài Gòn,7810201,Quản trị khách sạn,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2219,Trường Đại học Tư thục Quốc Tế Sài Gòn,7340101,Quản trị kinh doanh,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2220,Trường Đại học Tư thục Quốc Tế Sài Gòn,7340122,Thương mại điện tử,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2221,Trường Đại học Tư thục Quốc Tế Sài Gòn,7320104,Truyền thông đa phương tiện,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2222,Trường Đại học Tư thục Quốc Tế Sài Gòn,7310401,Tâm lý học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2223,Trường Đại học Tư thục Quốc Tế Sài Gòn,7310608,Đông phương học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2224,Trường Đại học Y Dược Buôn Ma Thuột,7720201,Dược học,None,760,Điểm ĐGNL HCM,ĐGNL HCM
2225,Trường Đại học Y Dược Buôn Ma Thuột,7720101,Y khoa,None,880,Điểm ĐGNL HCM,ĐGNL HCM
2226,Trường Đại học Y Dược Buôn Ma Thuột,7720701,Y tế công cộng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2227,Trường Đại học Y Dược Buôn Ma Thuột,7720301,Điều dưỡng,None,820,Điểm ĐGNL HCM,ĐGNL HCM
2228,Đại Học Duy Tân,7480202_1,Ngành An toàn Thông tin,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2229,Đại Học Duy Tân,7480202_6,Ngành An toàn Thông tin - Chương trình Tiên tiến&Quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2230,Đại Học Duy Tân,7510202,Ngành Công nghệ Chế tạo Máy,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2231,Đại Học Duy Tân,7510205_1,Ngành Công nghệ Kỹ thuật Ô tô,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2232,Đại Học Duy Tân,7510205_9,Ngành Công nghệ Kỹ thuật Ô tô - Chương trình Việt Nhật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2233,Đại Học Duy Tân,7510102,Ngành Công nghệ Kỹ thuật Công trình Xây dựng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2234,Đại Học Duy Tân,7510406,Ngành Công nghệ Kỹ thuật Môi trường,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2235,Đại Học Duy Tân,7510301,"Ngành Công nghệ Kỹ thuật Điện, Điện tử",None,600,Điểm ĐGNL HCM,ĐGNL HCM
2236,Đại Học Duy Tân,7420201,Ngành Công nghệ Sinh học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2237,Đại Học Duy Tân,7540101_1,Ngành Công nghệ Thực phẩm,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2238,Đại Học Duy Tân,7540101_9,Ngành Công nghệ Thực phẩm - Chương trình Việt Nhật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2239,Đại Học Duy Tân,7340205,Ngành Công nghệ Tài chính,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2240,Đại Học Duy Tân,7810101,Ngành Du lịch,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2241,Đại Học Duy Tân,7720201,Ngành Dược,None,700,Điểm ĐGNL HCM,ĐGNL HCM
2242,Đại Học Duy Tân,7340405,Ngành Hệ thống Thông tin Quản lý - Chương trình Tiên tiến và Quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2243,Đại Học Duy Tân,7460108,Ngành Khoa học Dữ liệu,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2244,Đại Học Duy Tân,7480101 (LK),Ngành Khoa học Máy tính - Chương trình Du học tại chỗ lấy bằng Mỹ,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2245,Đại Học Duy Tân,7480101,"Ngành Khoa học Máy tính có các chuyên ngành Khoa học máy tính, Kỹ thuật máy tính",None,600,Điểm ĐGNL HCM,ĐGNL HCM
2246,Đại Học Duy Tân,7340121,Ngành Kinh doanh Thương mại,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2247,Đại Học Duy Tân,7810501,Ngành Kinh tế Gia đình,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2248,Đại Học Duy Tân,7310104,Ngành Kinh tế Đầu tư có chuyên ngành: Kinh tế đầu tư; Kinh tế quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2249,Đại Học Duy Tân,7340302,Ngành Kiểm toán,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2250,Đại Học Duy Tân,7520216_1,Ngành Kỹ thuật Điều khiển & Tự động hóa,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2251,Đại Học Duy Tân,7520216_9,Ngành Kỹ thuật Điều khiển & Tự động hóa - Chương trình Việt Nhật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2252,Đại Học Duy Tân,7340301,Ngành Kế toán có các chuyên ngành: Kế toán Doanh nghiệp; Kế toán Quản trị,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2253,Đại Học Duy Tân,7480103_6,Ngành Kỹ thuật Phần mềm - Chương trình Tiên tiến và Quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2254,Đại Học Duy Tân,7480103_9,Ngành Kỹ thuật Phần mềm - Chương trình Việt Nhật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2255,Đại Học Duy Tân,7480103_1,Ngành Kỹ thuật Phần mềm có các chuyên ngành Công nghệ Phần mềm; Thiết kế Games và Multimedia),None,600,Điểm ĐGNL HCM,ĐGNL HCM
2256,Đại Học Duy Tân,7580201_1,Ngành Kỹ thuật Xây dựng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2257,Đại Học Duy Tân,7580201_6,Ngành Kỹ thuật Xây dựng - Chương trình Tiên tiến và Quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2258,Đại Học Duy Tân,7580201_9,Ngành Kỹ thuật Xây dựng  - Chương trình Việt Nhật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2259,Đại Học Duy Tân,7720601,Ngành Kỹ thuật Xét nghiệm Y học,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2260,Đại Học Duy Tân,7520212,Ngành Kỹ thuật Y sinh,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2261,Đại Học Duy Tân,7520201,Ngành Kỹ thuật Điện,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2262,Đại Học Duy Tân,7510605,Ngành Logistics & Quản lý Chuỗi cung ứng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2263,Đại Học Duy Tân,7510605 (HP),Ngành Logistics & Quản lý Chuỗi cung ứng - Chương trình Tài năng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2264,Đại Học Duy Tân,7380101,Ngành Luật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2265,Đại Học Duy Tân,7380107,Ngành Luật kinh tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2266,Đại Học Duy Tân,7340115 (HP),Ngành Marketing - Chương trình Tài năng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2267,Đại Học Duy Tân,7340115,"Ngành Marketing có các chuyên ngành: Quản trị kinh doanh Marketing, Digital Marketing",None,600,Điểm ĐGNL HCM,ĐGNL HCM
2268,Đại Học Duy Tân,7480102,Ngành Mạng Máy tính & Truyền thông Dữ liệu,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2269,Đại Học Duy Tân,7220210,Ngành Ngôn Ngữ Hàn Quốc,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2270,Đại Học Duy Tân,7220204,Ngành Ngôn Ngữ Trung Quốc,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2271,Đại Học Duy Tân,7220201,Ngành Ngôn ngữ Anh,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2272,Đại Học Duy Tân,7220209,Ngành Ngôn ngữ Nhật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2273,Đại Học Duy Tân,7320108,Ngành Quan hệ Công chúng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2274,Đại Học Duy Tân,7310206,Ngành Quan hệ Quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2275,Đại Học Duy Tân,7340404,Ngành Quản trị Nhân lực,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2276,Đại Học Duy Tân,7850101,Ngành Quản lý Tài nguyên & Môi trường,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2277,Đại Học Duy Tân,7810103,Ngành Quản trị Dịch vụ Du lịch & Lữ hành,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2278,Đại Học Duy Tân,7810201,Ngành Quản trị Khách sạn,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2279,Đại Học Duy Tân,7810201 (LK),Ngành Quản trị Khách sạn - Chương trình du học tại chỗ lấy bằng Mỹ,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2280,Đại Học Duy Tân,7340101_2,Ngành Quản trị Kinh doanh,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2281,Đại Học Duy Tân,7340101_6,Ngành Quản trị Kinh doanh - Chương trình Tiên tiến và Quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2282,Đại Học Duy Tân,7340101 (LK),Ngành Quản trị Kinh doanh - Chương trình du học tại chỗ lấy bằng Mỹ,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2283,Đại Học Duy Tân,7340101 (HP),Ngành Quản trị Kinh doanh - Chương trình tài năng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2284,Đại Học Duy Tân,7810202,Ngành Quản trị Nhà hàng & Dịch vụ Ăn uống,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2285,Đại Học Duy Tân,7340412,Ngành Quản trị Sự kiện,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2286,Đại Học Duy Tân,7720501,Ngành Răng-Hàm-Mặt,None,700,Điểm ĐGNL HCM,ĐGNL HCM
2287,Đại Học Duy Tân,7210404,Ngành Thiết kế Thời trang,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2288,Đại Học Duy Tân,7210403_1,Ngành Thiết kế Đồ họa,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2289,Đại Học Duy Tân,7210403_9,Ngành Thiết kế đồ họa - Chương trình Việt - Nhật,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2290,Đại Học Duy Tân,7340122,Ngành Thương mại Điện tử,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2291,Đại Học Duy Tân,7320104,Ngành Truyền thông Đa phương tiện,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2292,Đại Học Duy Tân,7480107,Ngành Trí tuệ Nhân tạo,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2293,Đại Học Duy Tân,7340201,"Ngành Tài chính - Ngân hàng có các chuyên ngành: Tài chính Doanh nghiệp, Ngân hàng",None,600,Điểm ĐGNL HCM,ĐGNL HCM
2294,Đại Học Duy Tân,7340201 (HP),Ngành Tài chính-Ngân hành - Chương trình tài năng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2295,Đại Học Duy Tân,7310630,Ngành Việt Nam học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2296,Đại Học Duy Tân,7229030,Ngành Văn học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2297,Đại Học Duy Tân,7720101,Ngành Y Khoa,None,700,Điểm ĐGNL HCM,ĐGNL HCM
2298,Đại Học Duy Tân,7720301_5,Ngành Điều dưỡng,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2299,Đại Học Duy Tân,7720301_9,Ngành Điều dưỡng - Chương trình Việt Nhật,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2300,Đại Học Kinh Tế Quốc Dân,7480202,An toàn thông tin,None,902.3,Điểm ĐGNL HCM,ĐGNL HCM
2301,Đại Học Kinh Tế Quốc Dân,7340204,Bảo hiểm,None,843.5,Điểm ĐGNL HCM,ĐGNL HCM
2302,Đại Học Kinh Tế Quốc Dân,7340204_CLC1,Bảo hiểm tích hợp chứng chỉ ANZ1IF - CT CLC1,None,878.5,Điểm ĐGNL HCM,ĐGNL HCM
2303,Đại Học Kinh Tế Quốc Dân,7340116,Bất động sản,None,889.7,Điểm ĐGNL HCM,ĐGNL HCM
2304,Đại Học Kinh Tế Quốc Dân,7480201,Công nghệ thông tin,None,923.3,Điểm ĐGNL HCM,ĐGNL HCM
2305,Đại Học Kinh Tế Quốc Dân,7480201_CLC1,Công nghệ thông tin và chuyển đổi số - CT CLC1,None,878.5,Điểm ĐGNL HCM,ĐGNL HCM
2306,Đại Học Kinh Tế Quốc Dân,EP09,Công nghệ tài chính (BFT)/ngành TC-NH,None,942.02,Điểm ĐGNL HCM,ĐGNL HCM
2307,Đại Học Kinh Tế Quốc Dân,7340115_CLC3,Digital Marketing - CT CLC3,None,946.96,Điểm ĐGNL HCM,ĐGNL HCM
2308,Đại Học Kinh Tế Quốc Dân,7480104,Hệ thống thông tin,None,945.44,Điểm ĐGNL HCM,ĐGNL HCM
2309,Đại Học Kinh Tế Quốc Dân,7340405,Hệ thống thông tin quản lý,None,988,Điểm ĐGNL HCM,ĐGNL HCM
2310,Đại Học Kinh Tế Quốc Dân,EP15,Khoa học dữ liệu,None,935.94,Điểm ĐGNL HCM,ĐGNL HCM
2311,Đại Học Kinh Tế Quốc Dân,7480101,Khoa học máy tính,None,941.26,Điểm ĐGNL HCM,ĐGNL HCM
2312,Đại Học Kinh Tế Quốc Dân,7340401,Khoa học quản lý,None,933.28,Điểm ĐGNL HCM,ĐGNL HCM
2313,Đại Học Kinh Tế Quốc Dân,EP01,Khởi nghiệp và phát triển kinh doanh (BBAE)/ngành QTKD,None,855.4,Điểm ĐGNL HCM,ĐGNL HCM
2314,Đại Học Kinh Tế Quốc Dân,7620114,Kinh doanh nông nghiệp,None,779.63,Điểm ĐGNL HCM,ĐGNL HCM
2315,Đại Học Kinh Tế Quốc Dân,7340120,Kinh doanh quốc tế,None,1024.7,Điểm ĐGNL HCM,ĐGNL HCM
2316,Đại Học Kinh Tế Quốc Dân,EP05,Kinh doanh số (E-BDB)/ngành QTKD,None,946.2,Điểm ĐGNL HCM,ĐGNL HCM
2317,Đại Học Kinh Tế Quốc Dân,7340121,Kinh doanh thương mại,None,1007,Điểm ĐGNL HCM,ĐGNL HCM
2318,Đại Học Kinh Tế Quốc Dân,7310101_1,Kinh tế học (ngành Kinh tế),None,950.76,Điểm ĐGNL HCM,ĐGNL HCM
2319,Đại Học Kinh Tế Quốc Dân,EP13,Kinh tế học tài chính (FE)/ngành Kinh tế,None,889.7,Điểm ĐGNL HCM,ĐGNL HCM
2320,Đại Học Kinh Tế Quốc Dân,7620115,Kinh tế nông nghiệp,None,815.5,Điểm ĐGNL HCM,ĐGNL HCM
2321,Đại Học Kinh Tế Quốc Dân,7310105,Kinh tế phát triển,None,960.26,Điểm ĐGNL HCM,ĐGNL HCM
2322,Đại Học Kinh Tế Quốc Dân,7310105_CLC1,Kinh tế phát triển - CT CLC1,None,878.5,Điểm ĐGNL HCM,ĐGNL HCM
2323,Đại Học Kinh Tế Quốc Dân,7310106,Kinh tế quốc tế,None,1010.83,Điểm ĐGNL HCM,ĐGNL HCM
2324,Đại Học Kinh Tế Quốc Dân,7310106_CLC3,Kinh tế quốc tế - CT CLC3,None,946.96,Điểm ĐGNL HCM,ĐGNL HCM
2325,Đại Học Kinh Tế Quốc Dân,7850102,Kinh tế tài nguyên thiên nhiên,None,768.25,Điểm ĐGNL HCM,ĐGNL HCM
2326,Đại Học Kinh Tế Quốc Dân,7310101_3,Kinh tế và quản lý nguồn nhân lực (ngành Kinh tế),None,961.02,Điểm ĐGNL HCM,ĐGNL HCM
2327,Đại Học Kinh Tế Quốc Dân,7310101_2,Kinh tế và quản lý đô thị (ngành Kinh tế),None,917,Điểm ĐGNL HCM,ĐGNL HCM
2328,Đại Học Kinh Tế Quốc Dân,7310104_CLC2,Kinh tế Đầu tư - CT CLC2,None,950,Điểm ĐGNL HCM,ĐGNL HCM
2329,Đại Học Kinh Tế Quốc Dân,7310104,Kinh tế đầu tư,None,988,Điểm ĐGNL HCM,ĐGNL HCM
2330,Đại Học Kinh Tế Quốc Dân,7340302,Kiểm toán,None,1018.21,Điểm ĐGNL HCM,ĐGNL HCM
2331,Đại Học Kinh Tế Quốc Dân,7340302_CLC3,Kiểm toán tích hợp chứng chỉ ACCA - CT CLC3,None,946.96,Điểm ĐGNL HCM,ĐGNL HCM
2332,Đại Học Kinh Tế Quốc Dân,EP12,Kiểm toán tích hợp chứng chỉ quốc tế (ICAEW CFAB),None,978.5,Điểm ĐGNL HCM,ĐGNL HCM
2333,Đại Học Kinh Tế Quốc Dân,7340201_TT1,Kế hoạch tài chính - CT tiên tiến TT1,None,843.5,Điểm ĐGNL HCM,ĐGNL HCM
2334,Đại Học Kinh Tế Quốc Dân,7340301,Kế toán,None,972.8,Điểm ĐGNL HCM,ĐGNL HCM
2335,Đại Học Kinh Tế Quốc Dân,7340301_TT1,Kế toán - CT tiên tiến TT1,None,843.5,Điểm ĐGNL HCM,ĐGNL HCM
2336,Đại Học Kinh Tế Quốc Dân,EP04,Kế toán tích hợp chứng chi quốc tế (JCAEW CFAB),None,924,Điểm ĐGNL HCM,ĐGNL HCM
2337,Đại Học Kinh Tế Quốc Dân,EP17,Kỹ thuật phần mềm,None,840,Điểm ĐGNL HCM,ĐGNL HCM
2338,Đại Học Kinh Tế Quốc Dân,7510605,Logistics và Quản lý chuỗi cung ứng,None,1024.99,Điểm ĐGNL HCM,ĐGNL HCM
2339,Đại Học Kinh Tế Quốc Dân,7510605_CLC3,Logistics và Quản lý chuỗi cung ứng - CT CLC3,None,946.96,Điểm ĐGNL HCM,ĐGNL HCM
2340,Đại Học Kinh Tế Quốc Dân,EP14,Logistics và Quản lý chuỗi cung ứng tích hợp chứng chi quốc tế (LSIC),None,995.22,Điểm ĐGNL HCM,ĐGNL HCM
2341,Đại Học Kinh Tế Quốc Dân,7380101,Luật,None,928.2,Điểm ĐGNL HCM,ĐGNL HCM
2342,Đại Học Kinh Tế Quốc Dân,POHE4,Luật kinh doanh,None,896,Điểm ĐGNL HCM,ĐGNL HCM
2343,Đại Học Kinh Tế Quốc Dân,7380107,Luật kinh tế,None,959.5,Điểm ĐGNL HCM,ĐGNL HCM
2344,Đại Học Kinh Tế Quốc Dân,7380109,Luật thương mại quốc tế,None,947.72,Điểm ĐGNL HCM,ĐGNL HCM
2345,Đại Học Kinh Tế Quốc Dân,7340115,Marketing,None,1010.54,Điểm ĐGNL HCM,ĐGNL HCM
2346,Đại Học Kinh Tế Quốc Dân,7340201_CLC1,Ngân hàng - CT CLC1,None,878.5,Điểm ĐGNL HCM,ĐGNL HCM
2347,Đại Học Kinh Tế Quốc Dân,7220201,Ngôn ngữ Anh,None,950.38,Điểm ĐGNL HCM,ĐGNL HCM
2348,Đại Học Kinh Tế Quốc Dân,EP03,Phân tích dữ liệu kinh tế (EDA),None,960.64,Điểm ĐGNL HCM,ĐGNL HCM
2349,Đại Học Kinh Tế Quốc Dân,EP06,Phân tích kinh doanh (BA)/ngành QTKD,None,988,Điểm ĐGNL HCM,ĐGNL HCM
2350,Đại Học Kinh Tế Quốc Dân,7320108,Quan hệ công chúng,None,1009.07,Điểm ĐGNL HCM,ĐGNL HCM
2351,Đại Học Kinh Tế Quốc Dân,7320108_CLC2,Quan hệ công chúng - CT CLC2,None,950,Điểm ĐGNL HCM,ĐGNL HCM
2352,Đại Học Kinh Tế Quốc Dân,7340408,Quan hệ lao động,None,861,Điểm ĐGNL HCM,ĐGNL HCM
2353,Đại Học Kinh Tế Quốc Dân,7340403,Quản lý công,None,890.4,Điểm ĐGNL HCM,ĐGNL HCM
2354,Đại Học Kinh Tế Quốc Dân,EPMP,Quản lý công và Chính sách (E-PMP)/ngành Kinh tế,None,745.5,Điểm ĐGNL HCM,ĐGNL HCM
2355,Đại Học Kinh Tế Quốc Dân,7340409,Quản lý dự án,None,954.94,Điểm ĐGNL HCM,ĐGNL HCM
2356,Đại Học Kinh Tế Quốc Dân,POHE6,Quản lý thị trường,None,837.2,Điểm ĐGNL HCM,ĐGNL HCM
2357,Đại Học Kinh Tế Quốc Dân,7850101,Quản lý tài nguyên và môi trường,None,802.9,Điểm ĐGNL HCM,ĐGNL HCM
2358,Đại Học Kinh Tế Quốc Dân,7850103,Quản lý đất đai,None,817.6,Điểm ĐGNL HCM,ĐGNL HCM
2359,Đại Học Kinh Tế Quốc Dân,7340101_CLC2,Quản trị Kinh doanh - CT CLC2,None,950,Điểm ĐGNL HCM,ĐGNL HCM
2360,Đại Học Kinh Tế Quốc Dân,7340120_CLC3,Quản trị Kinh doanh quốc tế - CT CLC3,None,946.96,Điểm ĐGNL HCM,ĐGNL HCM
2361,Đại Học Kinh Tế Quốc Dân,7340120_TT2,Quản trị Kinh doanh quốc tế - CT tiên tiến TT2,None,896,Điểm ĐGNL HCM,ĐGNL HCM
2362,Đại Học Kinh Tế Quốc Dân,EP08,Quản trị chất lượng và Đổi mới (E-MQI)/ngành QTKD,None,805,Điểm ĐGNL HCM,ĐGNL HCM
2363,Đại Học Kinh Tế Quốc Dân,7810103,Quản trị dịch vụ du lịch và lữ hành,None,933.28,Điểm ĐGNL HCM,ĐGNL HCM
2364,Đại Học Kinh Tế Quốc Dân,EP18,Quản trị giải trí và sự kiện,None,923.3,Điểm ĐGNL HCM,ĐGNL HCM
2365,Đại Học Kinh Tế Quốc Dân,7810201,Quản trị khách sạn,None,940.5,Điểm ĐGNL HCM,ĐGNL HCM
2366,Đại Học Kinh Tế Quốc Dân,POHE1,Quản trị khách sạn,None,903.7,Điểm ĐGNL HCM,ĐGNL HCM
2367,Đại Học Kinh Tế Quốc Dân,EP11,Quản trị khách sạn quốc tế (IHME),None,808.5,Điểm ĐGNL HCM,ĐGNL HCM
2368,Đại Học Kinh Tế Quốc Dân,7340101,Quản trị kinh doanh,None,972.8,Điểm ĐGNL HCM,ĐGNL HCM
2369,Đại Học Kinh Tế Quốc Dân,EBBA,Quản trị kinh doanh (E-BBA),None,905.8,Điểm ĐGNL HCM,ĐGNL HCM
2370,Đại Học Kinh Tế Quốc Dân,7340101_TT1,Quản trị kinh doanh - CT tiên tiến TT1,None,843.5,Điểm ĐGNL HCM,ĐGNL HCM
2371,Đại Học Kinh Tế Quốc Dân,POHE5,Quản trị kinh doanh thương mại,None,942.02,Điểm ĐGNL HCM,ĐGNL HCM
2372,Đại Học Kinh Tế Quốc Dân,POHE2,Quản trị lữ hành,None,835.8,Điểm ĐGNL HCM,ĐGNL HCM
2373,Đại Học Kinh Tế Quốc Dân,7340404,Quản trị nhân lực,None,972.8,Điểm ĐGNL HCM,ĐGNL HCM
2374,Đại Học Kinh Tế Quốc Dân,7340404_CLC2,Quản trị nhân lực - CT CLC2,None,950,Điểm ĐGNL HCM,ĐGNL HCM
2375,Đại Học Kinh Tế Quốc Dân,EP07,Quản trị điều hành thông minh (E-SOM) /ngành QTKD,None,868,Điểm ĐGNL HCM,ĐGNL HCM
